Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Ireland/KY-Enfer-130622004_E11/2022	EPI_ISL_13347149	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-130622007_A8/2022	EPI_ISL_13347157	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-130622004_F2/2022	EPI_ISL_13347151	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-130622004_E3/2022	EPI_ISL_13347150	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-130622007_A6/2022	EPI_ISL_13347156	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-130622007_C2/2022	EPI_ISL_13347159	2022-06-13	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-130622007_B8/2022	EPI_ISL_13347158	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/LK-Enfer-130622004_G5/2022	EPI_ISL_13347153	2022-06-13	Europe / Ireland / Limerick	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-130622004_F6/2022	EPI_ISL_13347152	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/KY-Enfer-130622007_A10/2022	EPI_ISL_13347155	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Australia/NSW-RPAH-3176/2022	EPI_ISL_13337814	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Long stretches of NNNs (9.25% of overall sequence). Gap of 24 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	alert	BA.2.23	GRA
hCoV-19/Australia/NSW-RPAH-3173/2022	EPI_ISL_13337811	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Long stretches of NNNs (17.11% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	alert	Unassigned	GRA
hCoV-19/Australia/NSW-RPAH-3171/2022	EPI_ISL_13337809	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 18 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Australia/NSW-RPAH-3175/2022	EPI_ISL_13337813	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Long stretches of NNNs (16.95% of overall sequence). Gap of 24 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	alert	Unassigned	GRA
hCoV-19/Australia/NSW-RPAH-3174/2022	EPI_ISL_13337812	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	ui:ml_dc	BA.2.23	GRA
hCoV-19/Australia/NSW-RPAH-3172/2022	EPI_ISL_13337810	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	ui:ml_dc	BA.2.23	GRA
hCoV-19/Australia/NSW-RPAH-3166/2022	EPI_ISL_13337807	2022-06-14	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Long stretches of NNNs (9.96% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP1 without BLAST coverage.	alert	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12622/2022	EPI_ISL_13338009	2022-06-15	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12621/2022	EPI_ISL_13338008	2022-06-14	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Stretches of NNNs (3.48% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. E without BLAST coverage.	warn	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12616/2022	EPI_ISL_13338004	2022-06-12	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12519/2022	EPI_ISL_13338015	2022-06-13	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		NS3_G254stop results in 8.0% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12617/2022	EPI_ISL_13338005	2022-06-14	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Long stretches of NNNs (5.19% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage. NSP1 without BLAST coverage.	alert	BA.2	GRA
hCoV-19/Australia/NSW-SAVID-12618/2022	EPI_ISL_13338006	2022-06-14	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Gap of 27 nucleotides when compared to the reference WIV04 sequence.	info	BA.2.3	GRA
hCoV-19/Australia/NSW-SAVID-12619/2022	EPI_ISL_13338007	2022-06-13	Oceania / Australia / New South Wales / Sydney	Human	Original			Oxford Nanopore MinION		Stretches of NNNs (4.80% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage. NSP1 without BLAST coverage.	warn	BA.2.23	GRA
hCoV-19/Netherlands/UT-UMCU-2311241/2022	EPI_ISL_13351840	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Stretches of NNNs (1.03% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Netherlands/UT-UMCU-2311317/2022	EPI_ISL_13351842	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Netherlands/UT-UMCU-2311242/2022	EPI_ISL_13351841	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Stretches of NNNs (1.30% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Netherlands/UT-UMCU-2311199/2022	EPI_ISL_13351837	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Stretches of NNNs (1.30% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Netherlands/UT-UMCU-2311205/2022	EPI_ISL_13351839	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Stretches of NNNs (1.18% of overall sequence). Gap of 77 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Netherlands/UT-UMCU-2311203/2022	EPI_ISL_13351838	2022-06-12	Europe / Netherlands / Utrecht / Utrecht	Human	Original			Ion Torrent		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ecuador/USFQ-3624/2022	EPI_ISL_13351913	2022-06-12	South America / Ecuador / Pichincha / Quito	Human	Original	Nasopharyngeal swab		Nanopore GridION	Artic Network	Stretches of NNNs (3.04% of overall sequence). NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82516/2022	EPI_ISL_13352139	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 86 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1 (marker override: BA.2.12 + Spike_L452Q => BA.2.12.1)	GRA
hCoV-19/USA/AZ-ASU82486/2022	EPI_ISL_13352119	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 87 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.9	GRA
hCoV-19/USA/AZ-ASU82506/2022	EPI_ISL_13352131	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82588/2022	EPI_ISL_13352178	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82466/2022	EPI_ISL_13352107	2022-06-14	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82455/2022	EPI_ISL_13352099	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/AZ-ASU82379/2022	EPI_ISL_13352059	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82395/2022	EPI_ISL_13352067	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82456/2022	EPI_ISL_13352100	2022-06-14	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.1	GRA
hCoV-19/USA/AZ-ASU82399/2022	EPI_ISL_13352069	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82460/2022	EPI_ISL_13352102	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/USA/AZ-ASU82397/2022	EPI_ISL_13352068	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Stretches of NNNs (3.03% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82461/2022	EPI_ISL_13352103	2022-06-13	North America / USA / Arizona / Coconino County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/AZ-ASU82459/2022	EPI_ISL_13352101	2022-06-13	North America / USA / Arizona / Coconino County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82462/2022	EPI_ISL_13352104	2022-06-14	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/USA/AZ-ASU82465/2022	EPI_ISL_13352106	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82464/2022	EPI_ISL_13352105	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82468/2022	EPI_ISL_13352108	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82470/2022	EPI_ISL_13352109	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82415/2022	EPI_ISL_13352074	2022-06-12	North America / USA / Arizona	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82413/2022	EPI_ISL_13352073	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82433/2022	EPI_ISL_13352085	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82472/2022	EPI_ISL_13352111	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82471/2022	EPI_ISL_13352110	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Long stretches of NNNs (5.69% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/USA/AZ-ASU82476/2022	EPI_ISL_13352113	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82474/2022	EPI_ISL_13352112	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/USA/AZ-ASU82478/2022	EPI_ISL_13352115	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Stretches of NNNs (2.68% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82477/2022	EPI_ISL_13352114	2022-06-13	North America / USA / Arizona / Coconino County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/USA/AZ-ASU82480/2022	EPI_ISL_13352117	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82479/2022	EPI_ISL_13352116	2022-06-13	North America / USA / Arizona / Coconino County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82481/2022	EPI_ISL_13352118	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82429/2022	EPI_ISL_13352083	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Long stretches of NNNs (7.21% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82426/2022	EPI_ISL_13352082	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82347/2022	EPI_ISL_13352041	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/AZ-ASU82349/2022	EPI_ISL_13352043	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82487/2022	EPI_ISL_13352120	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/AZ-ASU82434/2022	EPI_ISL_13352086	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/USA/AZ-ASU82492/2022	EPI_ISL_13352122	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82490/2022	EPI_ISL_13352121	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/USA/AZ-ASU82357/2022	EPI_ISL_13352047	2022-06-12	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Stretches of NNNs (2.96% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/AZ-ASU82495/2022	EPI_ISL_13352124	2022-06-13	North America / USA / Arizona / Maricopa County	Human	Original	Saliva		Illumina	BWA-MEM, version 0.7.17-r1188, iVar v1.3.1	Stretches of NNNs (1.20% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
